-2.20138,-2.03283
-1.305,1.64232
-4.48939,-1.8166
0.903383,0.5798
-3.22959,0.726678
-0.605589,-0.408529
-5.75608,-1.63908
-2.59667,2.67427
-2.565,-0.770984
0.0251484,-0.389027
-4.88826,-0.319197
0.517918,-2.56687
-2.15769,-0.677601
-0.195808,1.91785
-6.6009,-1.54547
1.16922,-0.552256
-3.55454,2.18571
0.674255,-0.505081
-4.71643,-1.28768
-1.63783,1.03254
-2.72338,-1.42671
0.17261,-1.16036
-5.92087,-0.787009
1.14609,1.65933
-2.93862,-1.66589
-3.23244,3.17182
-4.52,-1.24975
-0.287719,-1.32251
-3.57975,1.0215
-0.295264,-1.32478
-7.07621,-1.51782
-1.90671,1.89599
-2.87826,-2.66167
0.00161962,0.469205
-5.07665,0.721869
-0.264362,-2.50898
-2.84574,-2.21358
-1.86365,1.40626
-5.8933,-1.56898
0.082314,-2.22332
-2.9184,0.338576
-0.227242,-1.96525
-4.84852,-2.01796
-2.69825,2.79636
-2.73212,-2.44031
-0.213541,-2.07353
-6.65509,-1.13066
-1.19158,-0.161469
1.17556,1.93151
-0.960496,2.15183
-4.23636,-1.74912
1.3866,-1.58419
-3.62152,2.92702
0.671084,0.683968
-5.70102,-1.51514
-0.836265,1.63985
-1.94606,-1.84522
0.673317,-1.6699
-4.85099,-0.134063
0.818146,-1.391
-1.96497,-1.86832
-2.53847,2.69066
-7.2774,-1.52144
1.35344,0.758622
-3.06327,0.998114
1.33108,-1.45303
-4.35416,-2.39238
-1.22295,2.04163
-2.17438,-0.442879
0.673319,-1.66991
-5.92293,-0.0342484
1.01954,-2.04075
-1.60553,-2.78793
0.738323,2.10477
-4.29795,-2.12118
-0.516554,-0.148086
-3.23286,0.565106
1.22821,-1.99712
-6.5976,-1.61452
-3.44669,3.38423
-1.95016,-2.70258
0.81427,-1.3933
-4.66089,-0.375535
1.396,0.464676
-1.70857,-2.26084
-1.21684,1.54619
-5.75931,-1.92831
1.20018,-1.3616
-3.64003,2.15324
0.375684,-3.11565
-4.34979,-2.26287
-1.2102,1.50244
-1.74431,-2.41158
1.03175,0.601827
-7.0945,-1.34862
1.01976,-2.04078
-1.75963,-0.298904
-2.47762,2.67277
